index,machine,top25
175,0,"'commercial solar sales', 'solar sales management', 'assumptive close', 'sign sales', 'residential energy sales', 'circulation sales', 'roof orientation', 'teleselling', 'merchant cash advance', 'solar electric installation', 'motorcycle sales', 'energy efficient home improvement', 'term life insurance sales', 'freight transportation sales', 'residential moving', 'b2b publication', 'residential restoration', 'entreprenuerial spirit', 'cemetery industry knowledge', 'solar contractor', 'solar consultation', 'sms marketing', 'trade show sales', 'telecommunications marketing', 'b2b advertising'"
176,0,"'central service certification', 'medication stocking', 'logistical cost minimization', 'supply sterilization', 'iv admixture distribution', 'customer inventory demand monitoring', 'total supply chain planning optimization', 'surgical instrument processing', 'inventory turnover ratios', 'cycle count discrepancy analysis', 'pharmacy records management', 'continuous replenishment planning', 'distribution center inventory management', 'safety stock levels development', 'jda fulfillment', 'surgical instruments', 'central processing experience', 'inventory rationalization', 'stockless inventory', 'pharmaceuticals labeling', 'inventory role', 'prescription shipping', 'centralized inventory control', 'prescription compounding', 'multi-site distribution network management'"
177,1,"'jspx', 'tsqlunit', 'axml (andriod xml)', 'ibm visualage for java', 'endeca guided search', 'oracle toplink', 'sqlbr', 'loadtest', 'java 1.2', 'h2 (dbms)', 'ibm integration designer', 'apache ivy', 'spring dao', 'visibroker', 'etl java', 'yui grids css', 'dibol', 'nmock', 'powerbuilder 6.0', 'intellij idea integrated development environment (ide)', 'microsoft .net architecture', 'context and dependency injection', 'windows mobile software development kit (sdk)', 'object relational model', 'csql'"
178,2,"'lumber carrying', 'freight car repairs', 'fleet car repairs', 'foreign car repairs', 'bridge carpentry', 'irrigation pipes', 'concrete breakers', 'tile cutting', 'jet trucks', 'flagging operations', 'steel forms', 'zoning board of appeals', 'hand brush', 'planting drills', 'rail-track laying', 'brush hooks', 'flail mowers', 'fertilizer spreaders', 'inspecting freight cars', 'framing and trim', 'tree bucking', 'crop transport', 'water line installation', 'library classification system', 'recyclable materials compression'"
179,0,"'good agricultural practices (gap)', 'crop rotation', 'crop management', 'aquaculture', 'germplasm development', 'soil management', 'beef industry knowledge', 'aquafarming industry knowledge', 'crop scouting', 'horticultural industry knowledge', 'manure spreaders', 'agronomy', 'farm products', 'crop planting', 'agribusiness', 'brucellosis', 'artificial insemination', 'crop production', 'spongiform', 'biosecurity', 'tillage', 'agricultural production', 'entomology', 'mastitis', 'sustainable agriculture'"
180,0,"'freight transportation', 'post trip inspections', 'pre trip inspections', 'drop and hook', 'freight handling', 'over the road', 'less than truckload (ltl) experience', 'transportation industry knowledge', 'hazardous materials endorsement', 'bill of lading', 'freight forwarding', 'trucking operations', 'logistics industry knowledge', 'air freight', 'commercial driving', 'transportation management', 'freight brokerage', 'transportation software', 'hazardous materials markings', 'freight sales', 'pre-trip / post-trip vehicle inspections', 'freight industry knowledge', 'third-party logistics (3pl) programs', 'transportation management systems', 'hazmat'"
181,2,"'prepare construction drawings', 'revit', 'mechanical, electrical, and plumbing (mep) design', 'building information modeling', 'project drawings', 'shop drawings', 'microstation', 'navisworks', 'structural drawings', 'construction documentation', 'load calculations', 'construction management', 'plumbing design', 'sustainable design', 'architectural engineering', 'professional architect', 'prepare working drawings', 'design-build', 'professional engineer', 'piping design', 'heavy industrial project experience', 'building design', 'staad', 'drawing preparation', 'structural steel design'"
182,0,"'liniment', 'heat-lamp stimulation', 'fluid output recording', 'dressing packs', 'patient massage', 'decubitus ulcer', 'household supplies collection', 'laxative', 'patient grooming', 'primary care trust', 'diet monitoring', 'bedsore prevention', 'douche', 'continuous passive motion machine', 'disability adaptation', 'medical preparation application', 'sundowning knowledge / treatment', 'adaptive eating', 'static posture', 'companion services', 'colostomy bag', 'patient feeding', 'food intake recording', 'passive exercise', 'range of motion exercises'"
183,0,"'nephrectomy', 'abdominal surgery', 'appendectomy', 'cystectomy', 'cholecystectomy', 'prostatectomy', 'microvascular', 'myringotomy', 'internal fixation', 'colectomy', 'thyroidectomy', 'hysterectomy', 'foot and ankle surgery', 'coronary bypass', 'carotid endarterectomy', 'external fixation', 'laparoscopic procedures', 'craniotomy', 'mediastinoscopy', 'skin graft', 'laminectomy', 'laparotomy', 'shoulder surgery', 'nerve block', 'gynecological surgery'"
184,0,"'otc derivatives valuations', 'fixed income', 'derivatives', 'risk system', 'counterparty credit risk (ccr)', 'murex', 'capital markets', 'trade lifecycle', 'financial derivatives', 'market risk', 'riskmetrics', 'value at risk (var)', 'financial derivatives pricing', 'equities', 'liquidity risk', 'derivative valuation', 'calypso (finance)', 'liquidity risk reporting and analysis', 'credit default swaps', 'markit', 'trading systems', 'basel iii', 'fidessa', 'liquidity management', 'mortgage-backed security (mbs)'"
185,1,"'emc vnx', 'emc avamar', 'emc datadomain', 'veritas clustering', 'ibm xiv', 'vmware vsphere', 'vmware vcenter', 'emc recoverpoint', 'vmware esxi', 'hp blade servers', 'emc networker', 'hp 3par', 'emc unisphere', 'netapp', 'red hat linux administration', 'vmware', 'network file system', 'fiber channel', 'vmware vcloud', 'emc vplex', 'veritas netbackup', 'vmware infrastructure', 'red hat satellite', 'vmware vcloud director', 'virtualization'"
186,1,"'socket.io', 'opentsdb', 'tornado web server', 'apache thrift', 'redis', 'memcached', 'rabbitmq', 'non-relational data stores', 'riak', 'aerospike database', 'couchdb', 'couchbase', 'apache samza', 'play framework', 'flask', 'rethinkdb', 'phabricator', 'mcollective', 'apache phoenix', 'sensu', 'nginx', 'aws elasticache', 'zeromq', 'haproxy', 'websockets'"
187,0,"'carbon nanotubes (cnts)', 'graphene', 'silicon solar cell', 'scale-up of chemical processes', 'dielectric properties', 'polymer electrolyte membrane fuel cells', 'fuel cell research', 'tube furnaces', 'flexible electronics', 'fuel cell assembly', 'nanofluidics', 'advanced materials manufacturing', 'micro manufacturing', 'fuel cell design', 'nanomanufacturing', 'advanced manufacturing process development', 'industrial scale processes', 'semiconductor process systems', 'thermochemical conversion', 'fuel cell system design', 'vertical furnaces', 'wafer steppers', 'scanning tunneling microscopes', 'quantum dots', 'biomass conversion'"
188,0,"'reservoir simulation', 'geosteering', 'petrophysics', 'drill engineering', 'well completion', 'reservoir management', 'reservoir analysis', 'well reviews', 'facies', 'gocad', 'reservoir simulations and evaluations', 'wellcat', 'workover', 'petrel', 'well design', 'bottom hole assembly design', '3d seismic data', 'fekete', 'seismic inversion', 'petroleum geology', 'artificial lift', 'enhanced oil recovery', 'gas lift', 'drilling operations', 'well control'"
189,0,"'polypectomy', 'liver biopsy', 'ace wraps', 'flexible sigmoidoscopy', 'eye irrigations', 'sigmoidoscopy', 'spinal tap', 'nasogastric tube', 'anoscopy', 'orthopedic traction', 'laryngoscopy', 'esophagogastroduodenoscopy (egd)', 'lumbar punctures', 'cpm machine', 'hematoma', 'colonoscopy', 'peak flow meter', 'thoracotomy', 'phototherapy', 'circumcision', 'strep screen', 'upper endoscopy', 'wound irrigation', 'dressing removal', 'postoperative complications'"
190,0,"'brine concentrators', 'hvac balancing', 'flue gas analyzers', 'power flow regulation', 'wastewater purification', 'ph indicators', 'gas compression operations', 'electrical power distribution machinery', 'chlorine meters', 'chemical equipment operation', 'controls adjustment', 'psychrometric charts', 'neutralizer tanks', 'commercial pumps', 'soil vapor extraction system', 'pumping system design', 'blending vessels', 'agitator tanks', 'black iron installation', 'hvac validation', 'cogeneration equipment', 'ventilation maintenance', 'cable winches', 'axial flow fans', 'utility meter inspection'"
191,0,"'viral hepatitis', 'preventable disease', 'epi info', 'antimicrobial resistance', 'epidemic', 'cohort study', 'epidemiology surveillance', 'antiretroviral', 'epidemiology', 'epidemiological investigation', 'antibiotic resistance', 'cancer epidemiology', 'health research', 'clinical epidemiology', 'disease surveillance', 'chronic hepatitis diagnosis / treatment', 'foodborne disease knowledge', 'clostridium difficile', 'hiv diagnosis', 'hiv research', 'gonorrhea diagnosis / treatment', 'tropical medicine', 'rotavirus', 'viral load', 'health databases'"
192,0,"'brand management', 'brand marketing', 'brand equity development', 'strategic marketing', 'tactical marketing', 'brand objective', 'brand architecture', 'marketing communications', 'brand planning', 'marketing strategy development', 'seasonal marketing', 'integrated marketing plan', 'brand alignment', 'partnership marketing', 'promotional strategy', 'global marketing', 'marketing calendar', 'employment industry knowledge', 'consumer insights', 'co-branding', 'marketing management', 'marketing programs', 'consumer trends', 'b2c marketing', 'market planning'"
193,1,"'alljoyn', 'tinyos', 'iot network security - wireless protocols', 'gnu c++', 'software development kit (sdk) design', 'gnu c', 'wrapper libraries', 'ios ui framework', 'software refactoring', 'windgb', 'dlib', 'socket i/o', 'mnesia', 'memory improvement', 'advanced message queuing protocol (amqp)', 'iot network security', 'iot device management', 'x/motif', 'zlib', 'java card', 'turbo c', 'windows mobile software development kit (sdk)', 'erlang / otp', 'axml (andriod xml)', 'automake'"
194,1,"'dynamic html', 'extensible stylesheet language xsl', 'sourcesafe', 'graphical user interface (gui)', 'cascading style sheets (css)', 'adobe coldfusion', 'user interface (ui) design', 'style sheets', 'object-oriented programming', 'unified modeling language (uml)', 'database modeling', 'visual studio', 'software testing', 'microsoft sql', 'open database connectivity (odbc)', 'application design', 'case tools', 'vbscript', '508 compliance testing', 'clearcase', 'object oriented development software', 'common object model', 'team foundation server', 'requirements analysis', 'object-oriented analysis and design (ooad)'"
195,1,"'chi square automatic interaction detection (chaid)', 'multivariate regression', 'logistic regression', 'time series forecasting', 'generalized linear model (glm)', 'discriminant analysis', 'marketing mix modeling', 'time series models', 'linear regression', 'propensity modeling', 'time series analysis', 'conjoint analysis', 'survival analysis', 'multiple regression', 'response modeling', 'principal component analysis (pca)', 'cluster analysis', 'sas enterprise miner', 'marketing science', 'spss modeler', 'random forests', 'e-views', 'attribution modeling', 'econometrics', 'credit risk modeling'"
196,0,"'repayment schedule calculations', 'online student finance applications', 'financial aid/information sessions', 'award letter generation', 'title iv eligibility', 'entrance and exit interviews', 'financial aid software', 'financial aid experience', 'title iv federal student financial aid', 'student loan counseling', 'federal-aid programs', 'student financial aid monitoring', 'financial aid counseling', 'title iv funds administration', 'financial aid management', 'federal student aid', 'financial aid documentation', 'financial aid eligibility', 'title iv compliance', 'financial aid procedure', 'loan counseling', 'campusvue', 'student aid program compliance', 'datatel financial aid system', 'allied health industry knowledge'"
197,0,"'water closets', 'piping replacement', 'condensers', 'plumbing systems', 'backflow prevention', 'refrigerant compressors', 'grease traps', 'heating systems', 'medical gas systems', 'thermostats', 'water heaters', 'brazing', 'ventilation systems', 'plumbing tools', 'plumbing installation', 'compressed air system', 'cooling towers', 'stationary engineering', 'silver soldering', 'humidistats', 'boiler operation', 'duct work', 'plumbing fixture installation', 'fan belt replacement', 'pipe repair'"
198,0,"'organelle function', 'genomic imprinting', 'motif searches', 'gene duplication', 'reactome pathway database', 'genomic structure', 'dna transcription', 'neuronal signaling', 'neuronal structure', 'gene selection', 'protein function prediction', 'voltage-gated ion channels', 'biojava', 'proteomic databases', 'cell evolution', 'genomic cloning', 'intermine', 'membrane physiology', 'gene finding', 'phylogenomics', 'organelle biogenesis', 'gene family', 'proteomic analysis methods', 'ependymoma', 'heritability'"
199,3,"'health record index', 'medical information compilation', 'release of information tracking systems', 'spheris', 'health information support', 'relaying messages to patients', 'medical record integrity maintenance', 'patient data coding', 'medical records functions management', 'medical record monitoring', 'health information management systems (hims) experience', 'health information management (him) process improvement', 'tumor registry data', 'inpatient record abstraction', 'diagnostic related group (drg) optimization', '3m codefinder', 'patient log in', 'cerner profile', 'health information act', 'precertification processing', 'health information management (him) trends', 'knowledge of coding classification systems', 'outpatient record abstraction', 'patient data compilation', 'patient data processing'"
200,0,"'3d sketching', 'formz', 'building code review', 'town planning', 'microvellum engineering', 'town development', 'aliasstudio', 'mini cad', 'town zoning', 'micrografx', 'green architecture', 'high-end remodeling', 'green strategy', 'interior planning', 'computer-aided designs for civil engineering projects', 'catalogue design', 'prepare designs and estimates', 'lighting layout', 'timber design', 'zoning classification', 'green roofing', 'zoning board of appeals', 'lightwave 3d', 'biofiltration basins', 'ecological planning'"
201,0,"'hydrogeology', 'environmental consulting', 'environmental site assessment', 'wetland delineation', 'groundwater remediation', 'groundwater sampling', 'site remediation', 'storm water management', 'environmental science', 'environmental geology', 'california environmental quality act (ceqa)', 'environmental permitting', 'comprehensive environmental response compensation and liability act (cercla)', 'wetland mitigation', 'site investigations', 'environmental resources management', 'sediment sampling', 'environmental planning', 'soil quality remediation', 'environmental due diligence', 'wetland restoration', 'soil logging', 'stream restoration', 'national environmental policy act (nepa)', 'environmental data analysis'"
202,1,"'a/b testing', 'multivariate testing', 'optimizely', 'omniture', 'display advertising', 'web analytics', 'ad networks', 'adobe analytics', 'adobe sitecatalyst', 'search marketing', 'tag management', 'ad serving', 'campaign performance analysis', 'google analytics', 'paid search', 'adobe site catalyst', 'online advertising', 'tealium', 'campaign metrics', 'marin software', 'google adwords', 'digital marketing', 'webtrends', 'coremetrics', 'display campaigns'"
203,0,"'tap dance', 'contemporary dance', 'jazz dance', 'modern dance', 'music scoring', 'act math', 'calculus ab', 'music theory', 'music composition', 'calligraphy', 'calculus bc', 'oil painting', 'european history', 'piano', 'guitar', 'ballet', 'string instruments', 'songwriting', 'music notation', 'screenwriting', 'acrylic paint', 'music production', 'dance education', 'brass instruments', 'algebra ii'"
204,1,"'datastage', 'data warehouse processing', 'informatica', 'data modeling star / snowflake schema', 'data warehouse development', 'informatica powercenter', 'slowly changing dimensions', 'ibm infosphere datastage', 'bi architecture', 'operational data store (ods)', 'erwin', 'extraction transformation and loading (etl)', 'oracle warehouse builder', 'business intelligence data modeling', 'informatica data quality', 'teradata bi', 'embarcadero software', 'talend etl', 'data warehousing', 'business intelligence reporting', 'ab initio', 'ibm infosphere', 'online analytical processing (olap)', 'dimensional and relational modeling', 'master data management (mdm)'"
205,0,"'abdominal aneurysm', 'coronary artery bypass', 'cardiogenic shock', 'angina', 'cardiovascular intensive care unit (cvicu) experience', 'coronary artery bypass graft (cabg)', 'pulmonary edema', 'angina pectoris', 'left ventricular assist device', 'temporary pacemakers', 'carotid endarterectomy', 'thoracotomy', 'popliteal', 'myocardial infarction diagnosis / treatment', 'coronary angiography', 'lvad', 'coronary care unit experience', 'abdominal aortic aneurysm', 'artificial heart', 'coronary bypass', 'extracorporeal membrane oxygenation (ecmo)', 'aortic stenosis', 'external pacemaker', 'off-pump', 'ventricular assist device'"
206,0,"'vanity installation', 'crown and base molding', 'disposal replacement', 'storm door installation', 'siding carpentry', 'exterior door installation', 'punch list carpentry', 'interior door installation', 'tub installation', 'wood floor installation', 'flashing repair', 'vanity repair', 'green plumbing equipment installation', 'remodel plumbing', 'solar heat absorption reduction', 'shower repair', 'shingle removal', 'drywall painting', 'framing and trim', 'fireproofing material', 'furnace efficiency analysis equipment', 'dishwasher installation', 'water heater blankets', 'temporary wall building', 'tub repair'"
207,1,"'pathworks', 'sunnet', 'dec pdp', 'unixware', 'cpio', 'microsoft proxy server', 'sun enterprise server', 'dec alpha', 'ibm sna', 'iplanet application server', 'x/motif', 'powerbuilder 5.0', 'ibm netfinity', 'codasyl', 'rs6000', 'transaction server software', 'decforms', 'information support server environment', 'pkzip', 'system modification program/extended (smp/e)', 'mvs/xa', 'iplanet directory server', 'stream editor (sed)', 'distributed storage management', 'e3000'"
208,0,"'pharmacy files', 'diabetes monitors', 'radiopharmaceuticals preparation', 'medication selection', 'cardioplegia', 'hospital supply stocking', 'referral of prescription questions', 'sterile solutions preparation', 'heart-lung machine', 'institutional pharmacy experience', 'pharmacologic stress testing', 'nuclear pharmacotherapy', 'hyperventilation', 'patient compliance monitoring', 'lipid profile', 'coronary angiography', 'parasomnia', 'drug interaction', 'hyperlipidemia', 'metabolic syndrome', 'stress echocardiography', 'oxyhemoglobin', 'radiopharmaceuticals', 'prescription reading', 'nuclear medicine procedures'"
209,2,"'adp reportsmith', 'adp payforce', 'multi-state payroll', 'payroll reconciliation', 'wage garnishments', 'payroll report distribution', 'adp workforce', 'ceridian', 'adp pay expert', 'computerized payroll systems', 'adp pcpw', 'ultipro', 'involuntary deduction processing', 'adp enterprise', 'federal payroll regulations', 'benefits administration / management', 'adp payroll', 'payroll record keeping', 'hrms', 'adp ipay', 'voluntary deduction reports', 'workday', 'w-4 changes', 'peoplesoft hrms', 'human resource information system (hris)'"
